Gene Model ID	Gene Symbol	Source	Chromosome	Start	End
GRMZM2G066158	ereb93	MaizeGDB-curated	Chr8	120,401,709	120,402,944
GRMZM2G363052	ereb94	MaizeGDB-curated	Chr7	85,662,465	85,665,508
AC198979.4_FG009	ereb95	MaizeGDB-curated	Chr1	10,988,032	10,988,424
GRMZM2G044077	ereb96	MaizeGDB-curated	Chr8	26,886,791	26,888,388
GRMZM2G068967	ereb97	MaizeGDB-curated	Chr2	10,793,567	10,794,323
GRMZM2G052720	ereb98	MaizeGDB-curated	Chr4	237,684,792	237,686,205
GRMZM2G073258	ereb99	MaizeGDB-curated	Chr5	134,961,620	134,962,623
GRMZM2G102601	ers14	MaizeGDB-curated	Chr5	12,230,588	12,235,844
GRMZM2G073668	ers25	MaizeGDB-curated	Chr1	264,657,422	264,662,580
GRMZM2G012012	es1	MaizeGDB-curated	Chr9	126,975,034	126,975,819
GRMZM2G009359	es2	MaizeGDB-curated	Chr9	126,170,000	126,170,583
GRMZM2G128301	es2	MaizeGDB-curated	Chr9	126,256,594	126,257,200
GRMZM2G009359	es3	MaizeGDB-curated	Chr9	126,170,000	126,170,583
GRMZM2G128301	es3	MaizeGDB-curated	Chr9	126,256,594	126,257,200
GRMZM2G009359	es4	MaizeGDB-curated	Chr9	126,170,000	126,170,583
AC233879.1_FG002	esp1	MaizeGDB-curated	Chr6	140,536,934	140,537,348
GRMZM2G162659	esp5	MaizeGDB-curated	Chr6	140,501,700	140,502,699
GRMZM2G046086	esr1	MaizeGDB-curated	Chr1	14,286,859	14,287,441
GRMZM2G315601	esr2	MaizeGDB-curated	Chr1	14,256,833	14,257,545
GRMZM2G140302	esr3	MaizeGDB-curated	Chr1	14,300,150	14,300,705
GRMZM2G048353	esr6	MaizeGDB-curated	Chr4	210,979,213	210,979,886
GRMZM2G420801	etr2	MaizeGDB-curated	Chr10	101,173,508	101,177,424
GRMZM2G089010	etr40	MaizeGDB-curated	Chr2	104,591,127	104,595,720
GRMZM2G147687	exg1	MaizeGDB-curated	Chr1	276,371,915	276,377,603
GRMZM2G105844	expa2	MaizeGDB-curated	Chr5	206,888,609	206,890,560
GRMZM2G074585	expa3	MaizeGDB-curated	Chr10	99,487,994	99,489,313
GRMZM2G368886	expa4	MaizeGDB-curated	Chr1	293,705,165	293,708,788
GRMZM2G361064	expa5	MaizeGDB-curated	Chr6	154,325,086	154,327,260
GRMZM2G095968	expa6	MaizeGDB-curated	Chr1	7,353,116	7,355,434
GRMZM2G146551	expb1	MaizeGDB-curated	Chr9	118,273,115	118,274,521
GRMZM2G089699	expb10a	MaizeGDB-curated	Chr9	152,409,062	152,410,472
GRMZM2G007685	expb10c	MaizeGDB-curated	Chr3	53,557,663	53,558,609
GRMZM2G164785	expb10d	MaizeGDB-curated	Chr3	53,392,404	53,393,425
GRMZM2G127106	expb11	MaizeGDB-curated	Chr5	200,274,645	200,279,681
GRMZM2G021621	expb2	MaizeGDB-curated	Chr1	91,256,138	91,259,053
GRMZM2G474194	expb3	MaizeGDB-curated	Chr1	1,662,969	1,664,360
GRMZM2G154178	expb4	MaizeGDB-curated	Chr7	41,067,901	41,069,524
GRMZM2G013671	expb5	MaizeGDB-curated	Chr9	116,292,644	116,294,506
GRMZM2G176595	expb6	MaizeGDB-curated	Chr1	91,884,842	91,886,219
GRMZM2G342246	expb7	MaizeGDB-curated	Chr1	91,511,981	91,513,768
GRMZM2G013002	expb8	MaizeGDB-curated	Chr9	116,265,519	116,268,415
GRMZM2G099696	fab1	MaizeGDB-curated	Chr10	108,139,878	108,147,684
GRMZM2G128971	fad7	MaizeGDB-curated	Chr9	138,099,701	138,102,875
GRMZM2G074401	fad8	MaizeGDB-curated	Chr1	44,805,347	44,808,260
GRMZM2G022558	fae2	MaizeGDB-curated	Chr9	87,869,349	87,871,737
GRMZM2G001663	farl1	MaizeGDB-curated	Chr1	35,738,669	35,743,639
GRMZM2G406651	farl10	MaizeGDB-curated	Chr7	150,316,196	150,320,346
GRMZM2G048987	farl11	MaizeGDB-curated	Chr7	152,856,122	152,861,721
GRMZM2G129311	farl12	MaizeGDB-curated	Chr7	157,771,968	157,777,346
GRMZM2G114461	farl13	MaizeGDB-curated	Chr7	165,506,191	165,510,340
GRMZM2G148940	farl14	MaizeGDB-curated	Chr9	87,667,166	87,669,926
GRMZM2G104268	farl15	MaizeGDB-curated	Chr10	145,543,618	145,550,014
GRMZM2G463730	farl2	MaizeGDB-curated	Chr1	283,389,452	283,396,343
GRMZM2G155980	farl3	MaizeGDB-curated	Chr1	297,376,151	297,380,168
GRMZM2G083374	farl4	MaizeGDB-curated	Chr3	9,771,491	9,806,346
GRMZM2G034868	farl5	MaizeGDB-curated	Chr3	142,975,242	142,986,336
GRMZM2G302323	farl6	MaizeGDB-curated	Chr4	30,795,954	30,799,228
GRMZM2G043250	farl7	MaizeGDB-curated	Chr5	171,564,949	171,567,349
GRMZM2G117108	farl8	MaizeGDB-curated	Chr5	182,810,298	182,816,922
GRMZM2G106653	farl9	MaizeGDB-curated	Chr5	182,948,968	182,952,939
GRMZM2G406603	fat1	MaizeGDB-curated	Chr9	88,263,061	88,268,115
GRMZM5G829544	fat2	MaizeGDB-curated	Chr9	20,595,102	20,599,326
GRMZM2G003318	fbn1	MaizeGDB-curated	Chr1	101,275,701	101,279,519
GRMZM2G165836	fcp1	MaizeGDB-curated	Chr2	39,188,755	39,190,131
GRMZM2G157263	fcr2	MaizeGDB-curated	Chr6	155,408,534	155,412,926
GRMZM5G847530	fdad1	MaizeGDB-curated	Chr9	26,606,314	26,608,509
GRMZM5G824600	fdh1	MaizeGDB-curated	Chr5	215,541,812	215,545,867
GRMZM2G423972	fdh2	MaizeGDB-curated	Chr1	264,221,357	264,225,484
GRMZM2G056407	fdl1	MaizeGDB-curated	Chr7	167,647,343	167,649,332
GRMZM2G122337	fdx1	MaizeGDB-curated	Chr6	1,340,417	1,341,388
GRMZM2G048313	fdx2	MaizeGDB-curated	Chr6	1,373,405	1,374,333
GRMZM2G122327	fdx5	MaizeGDB-curated	Chr6	1,343,906	1,345,155
GRMZM2G104925	fea2	MaizeGDB-curated	Chr4	133,689,783	133,692,271
GRMZM2G166524	fea3	MaizeGDB-curated	Chr3	29,095,292	29,098,726
GRMZM2G133331	fea4	MaizeGDB-curated	Chr6	116,934,690	116,937,455
GRMZM5G869779	fgp2	MaizeGDB-curated	Chr1	226,063,076	226,070,426
GRMZM2G129243	fha1	MaizeGDB-curated	Chr1	5,741,207	5,746,550
AC211652.4_FG002	fha10	MaizeGDB-curated	Chr4	20,429,258	20,434,163
GRMZM2G701297	fha11	MaizeGDB-curated	Chr5	3,944,081	3,952,303
GRMZM2G105822	fha12	MaizeGDB-curated	Chr5	8,623,516	8,626,712
GRMZM2G081221	fha13	MaizeGDB-curated	Chr5	19,207,810	19,212,507
GRMZM2G006246	fha14	MaizeGDB-curated	Chr5	26,333,085	26,337,585
GRMZM2G113156	fha15	MaizeGDB-curated	Chr6	140,068,111	140,076,698
GRMZM2G172021	fha17	MaizeGDB-curated	Chr9	153,782,357	153,788,188
GRMZM2G136344	fha18	MaizeGDB-curated	Chr10	120,802,689	120,805,284
GRMZM2G424241	fha2	MaizeGDB-curated	Chr1	193,349,658	193,355,990
GRMZM2G086138	fha3	MaizeGDB-curated	Chr1	248,377,825	248,386,493
GRMZM2G359217	fha4	MaizeGDB-curated	Chr1	272,641,851	272,643,707
GRMZM2G127139	fha5	MaizeGDB-curated	Chr2	45,068,944	45,077,882
GRMZM2G133716	fha6	MaizeGDB-curated	Chr2	136,740,049	136,745,997
GRMZM2G150608	fha7	MaizeGDB-curated	Chr2	161,415,278	161,423,070
GRMZM2G391164	fha8	MaizeGDB-curated	Chr2	230,519,202	230,523,747
GRMZM2G177895	fha9	MaizeGDB-curated	Chr3	230,599,139	230,600,906
GRMZM2G010937	fim1	MaizeGDB-curated	Chr4	163,873,554	163,879,688
GRMZM2G094532	fl1	MaizeGDB-curated	Chr2	41,853,494	41,855,092
GRMZM2G397687	fl2	MaizeGDB-curated	Chr4	21,334,901	21,335,970
GRMZM2G353272	fl4	MaizeGDB-curated	Chr4	5,539,880	5,541,152
GRMZM2G152801	fls1	MaizeGDB-curated	Chr5	210,204,906	210,206,387
GRMZM2G069298	fls2	MaizeGDB-curated	Chr5	210,154,373	210,155,706
GRMZM2G058760	fnr1	MaizeGDB-curated	Chr1	285,208,091	285,211,692
GRMZM2G058760	fnr2	MaizeGDB-curated	Chr1	285,208,091	285,211,692
GRMZM2G167336	fns1	MaizeGDB-curated	Chr9	128,676,962	128,678,835
GRMZM2G099467	fnsi1	MaizeGDB-curated	Chr1	83,410,152	83,414,307
GRMZM2G475380	fnsi2	MaizeGDB-curated	Chr1	4,760,983	4,765,716
GRMZM2G148441	fnsii1	MaizeGDB-curated	Chr10	96,108,546	96,110,569
GRMZM2G108767	fpox1	MaizeGDB-curated	Chr7	165,719,833	165,723,658
GRMZM2G168681	fps1	MaizeGDB-curated	Chr8	62,786,955	62,791,232
GRMZM2G147721	fps2	MaizeGDB-curated	Chr8	153,104,841	153,108,971
GRMZM2G098569	fps3	MaizeGDB-curated	Chr3	205,218,174	205,222,694
GRMZM2G086845	frk1	MaizeGDB-curated	Chr3	168,566,367	168,569,728
GRMZM2G068557	fro2	MaizeGDB-curated	Chr2	46,785,444	46,790,374
GRMZM2G001904	ftcl1	MaizeGDB-curated	Chr10	9,142,799	9,147,733
GRMZM2G122793	ftr1	MaizeGDB-curated	Chr9	9,969,973	9,974,729
GRMZM2G062210	fus6	MaizeGDB-curated	Chr1	3,548,036	3,558,270
GRMZM2G087804	g2	MaizeGDB-curated	Chr3	1,464,299	1,469,099
GRMZM2G167673	ga16,17ox1	MaizeGDB-curated	Chr6	155,034,889	155,036,270
AC203966.5_FG005	ga20ox1	MaizeGDB-curated	Chr1	299,607,382	299,608,497
GRMZM2G021051	ga20ox2	MaizeGDB-curated	Chr2	234,425,722	234,427,421
GRMZM2G368411	ga20ox3	MaizeGDB-curated	Chr3	170,942,901	170,945,698
GRMZM2G060940	ga20ox4	MaizeGDB-curated	Chr5	18,192,142	18,193,721
GRMZM2G049418	ga20ox5	MaizeGDB-curated	Chr8	164,487,836	164,490,694
GRMZM2G078798	ga2ox1	MaizeGDB-curated	Chr6	126,063,717	126,069,395
GRMZM2G031724	ga2ox10	MaizeGDB-curated	Chr8	173,402,117	173,404,386
GRMZM2G127757	ga2ox11	MaizeGDB-curated	Chr6	158,703,759	158,705,083
GRMZM2G177104	ga2ox12	MaizeGDB-curated	Chr7	725,316	726,416
GRMZM2G031432	ga2ox13	MaizeGDB-curated	Chr3	3,994,138	3,996,082
GRMZM2G006964	ga2ox2	MaizeGDB-curated	Chr2	28,389,255	28,392,075
GRMZM2G022679	ga2ox3	MaizeGDB-curated	Chr3	196,126,846	196,128,900
GRMZM2G153359	ga2ox4	MaizeGDB-curated	Chr5	187,018,204	187,022,091
GRMZM2G176963	ga2ox5	MaizeGDB-curated	Chr3	60,943,471	60,951,573
GRMZM2G051619	ga2ox6	MaizeGDB-curated	Chr6	131,338,805	131,342,645
GRMZM2G427618	ga2ox7	MaizeGDB-curated	Chr6	158,703,023	158,704,867
GRMZM2G155686	ga2ox8	MaizeGDB-curated	Chr6	164,507,675	164,509,560
GRMZM2G152354	ga2ox9	MaizeGDB-curated	Chr8	23,992,337	23,994,920
GRMZM2G044358	ga3ox1	MaizeGDB-curated	Chr6	128,498,080	128,499,807
GRMZM2G073725	gap1	MaizeGDB-curated	Chr1	248,922,560	248,925,400
GRMZM2G061695	gar1	MaizeGDB-curated	Chr3	219,494,801	219,498,659
GRMZM2G429000	gar2	MaizeGDB-curated	Chr10	138,833,997	138,835,213
GRMZM2G142705	gar3	MaizeGDB-curated	Chr8	138,985,268	138,986,891
GRMZM2G025002	gata1	MaizeGDB-curated	Chr2	149,357,261	149,359,087
GRMZM2G532534	gata10	MaizeGDB-curated	Chr9	152,533,064	152,538,147
GRMZM2G404973	gata11	MaizeGDB-curated	Chr2	22,692,870	22,695,229
AC194965.4_FG004	gata12	MaizeGDB-curated	Chr6	127,629,032	127,630,234
GRMZM2G044576	gata13	MaizeGDB-curated	Chr8	174,313,923	174,315,776
GRMZM5G879778	gata14	MaizeGDB-curated	Chr4	239,234,358	239,235,044
GRMZM2G031983	gata15	MaizeGDB-curated	Chr5	155,457,609	155,459,172
GRMZM2G113098	gata16	MaizeGDB-curated	Chr1	90,962,372	90,964,067
GRMZM2G138967	gata17	MaizeGDB-curated	Chr8	155,999,788	156,001,252
GRMZM2G114775	gata18	MaizeGDB-curated	Chr1	295,848,928	295,850,422
GRMZM2G421212	gata19	MaizeGDB-curated	Chr10	134,118,624	134,123,159
GRMZM2G104390	gata2	MaizeGDB-curated	Chr8	40,841,370	40,843,380
GRMZM5G887975	gata21	MaizeGDB-curated	Chr8	71,168,700	71,169,448
AC184831.3_FG005	gata22	MaizeGDB-curated	Chr4	239,028,639	239,029,484
GRMZM2G110295	gata23	MaizeGDB-curated	Chr1	286,470,199	286,472,456
GRMZM2G163200	gata24	MaizeGDB-curated	Chr5	214,574,879	214,580,853
AC202864.3_FG002	gata25	MaizeGDB-curated	Chr6	160,741,348	160,742,841
GRMZM2G397616	gata26	MaizeGDB-curated	Chr8	73,412,731	73,413,812
GRMZM2G052616	gata27	MaizeGDB-curated	Chr3	64,821,137	64,823,713
GRMZM2G101058	gata28	MaizeGDB-curated	Chr9	115,980,192	115,982,001
GRMZM2G039586	gata29	MaizeGDB-curated	Chr9	81,178,852	81,181,039
GRMZM2G140669	gata3	MaizeGDB-curated	Chr5	190,024,321	190,026,323
GRMZM2G464037	gata30	MaizeGDB-curated	Chr4	186,548,299	186,549,717
GRMZM2G067171	gata31	MaizeGDB-curated	Chr3	141,471,190	141,473,058
GRMZM2G135381	gata32	MaizeGDB-curated	Chr8	123,887,193	123,889,333
GRMZM2G048850	gata33	MaizeGDB-curated	Chr10	9,477,435	9,478,816
GRMZM2G396451	gata34	MaizeGDB-curated	Chr1	274,561,455	274,577,750
GRMZM2G123909	gata35	MaizeGDB-curated	Chr3	211,762,877	211,763,862
AC184831.3_FG008	gata36	MaizeGDB-curated	Chr4	239,100,691	239,101,536
GRMZM2G379005	gata4	MaizeGDB-curated	Chr4	172,789,633	172,794,795
GRMZM2G077002	gata5	MaizeGDB-curated	Chr2	22,022,637	22,026,411
GRMZM2G054615	gata6	MaizeGDB-curated	Chr10	133,391,911	133,394,043
GRMZM2G118214	gata7	MaizeGDB-curated	Chr10	9,409,405	9,411,344
GRMZM2G324131	gata8	MaizeGDB-curated	Chr10	9,535,048	9,537,066
GRMZM2G009530	gata9	MaizeGDB-curated	Chr1	177,060,036	177,061,909
GRMZM2G011932	gbf1	MaizeGDB-curated	Chr6	165,543,429	165,548,373
GRMZM2G131939	gbp1	MaizeGDB-curated	Chr1	300,951,400	300,963,846
GRMZM2G045314	gbp2	MaizeGDB-curated	Chr1	258,058,680	258,065,662
GRMZM2G392516	gbptf1	MaizeGDB-curated	Chr6	19,962,225	19,966,288
GRMZM2G008558	gbptf10	MaizeGDB-curated	Chr6	109,773,723	109,788,339
GRMZM2G006871	gbptf11	MaizeGDB-curated	Chr10	94,066,876	94,068,249
GRMZM2G082318	gbptf12	MaizeGDB-curated	Chr7	168,446,968	168,448,568
GRMZM2G155252	gbptf13	MaizeGDB-curated	Chr6	21,463,521	21,465,358
GRMZM2G125239	gbptf14	MaizeGDB-curated	Chr4	221,138,448	221,144,193
GRMZM2G036966	gbptf15	MaizeGDB-curated	Chr6	18,918,022	18,924,439
GRMZM2G174240	gbptf16	MaizeGDB-curated	Chr5	210,638,738	210,640,244
GRMZM2G083886	gbptf17	MaizeGDB-curated	Chr5	210,800,522	210,802,083
GRMZM2G026417	gbptf18	MaizeGDB-curated	Chr1	64,021,150	64,022,771
GRMZM5G868875	gbptf19	MaizeGDB-curated	Chr5	5,211,419	5,213,711
GRMZM2G065506	gbptf2	MaizeGDB-curated	Chr5	131,400,636	131,401,747
GRMZM2G423292	gbptf20	MaizeGDB-curated	Chr4	55,782,767	55,784,875
EF517601.1_FG010	gbptf21	MaizeGDB-curated	Chr3	34,497,929	34,499,128
GRMZM2G041818	gbptf3	MaizeGDB-curated	Chr1	267,056,816	267,058,352
GRMZM2G066373	gbptf4	MaizeGDB-curated	Chr9	8,465,318	8,474,373
GRMZM2G162405	gbptf5	MaizeGDB-curated	Chr5	11,602,126	11,603,804
GRMZM2G075122	gbptf6	MaizeGDB-curated	Chr2	213,839,868	213,841,452
GRMZM2G092409	gbptf7	MaizeGDB-curated	Chr7	124,438,515	124,440,381
GRMZM2G134866	gbptf8	MaizeGDB-curated	Chr2	186,232,100	186,234,162
GRMZM2G030458	gbptf9	MaizeGDB-curated	Chr9	127,611,740	127,613,300
GRMZM2G008263	gbss1b	MaizeGDB-curated	Chr7	34,885,173	34,892,432
GRMZM2G399183	gcsh1	MaizeGDB-curated	Chr10	15,804,790	15,806,176
GRMZM2G104310	gdcp1	MaizeGDB-curated	Chr10	5,874,253	5,880,613
GRMZM2G427097	gdh2	MaizeGDB-curated	Chr10	134,077,909	134,082,362
GRMZM2G065585	geb1	MaizeGDB-curated	Chr3	152,010,337	152,011,716
GRMZM2G046101	geb7	MaizeGDB-curated	Chr1	258,105,155	258,107,917
GRMZM2G005849	gfa1	MaizeGDB-curated	Chr3	230,088,470	230,094,105
GRMZM2G105644	ggh1	MaizeGDB-curated	Chr5	206,940,311	206,942,851
GRMZM2G419111	ggh2	MaizeGDB-curated	Chr3	40,062,815	40,065,077
AC194970.5_FG001	ggps1	MaizeGDB-curated	Chr2	207,900,564	207,901,904
GRMZM2G102550	ggps2	MaizeGDB-curated	Chr7	160,571,102	160,573,151
GRMZM2G058404	ggps3	MaizeGDB-curated	Chr8	6,359,238	6,360,557
GRMZM2G005909	ggps4	MaizeGDB-curated	Chr5	193,709,210	193,710,641
GRMZM2G107101	gi1	MaizeGDB-curated	Chr8	21,104,080	21,112,365
GRMZM5G844173	gi2	MaizeGDB-curated	Chr3	9,306,265	9,317,285
GRMZM2G180246	gif1	MaizeGDB-curated	Chr1	273,393,236	273,396,891
GRMZM2G154169	gif2	MaizeGDB-curated	Chr4	5,380,348	5,385,430
Zm00001d023767	gif3	MaizeGDB-curated	Chr10	19,457,326	19,463,711
GRMZM2G118243	gl13	MaizeGDB-curated	Chr3	10,276,457	10,286,585
GRMZM2G162434	gl3	MaizeGDB-curated	Chr4	185,828,677	185,830,259
GRMZM2G087323	gl8b	MaizeGDB-curated	Chr4	132,787,074	132,790,535
GRMZM2G473711	gla3	MaizeGDB-curated	Chr5	7,263,570	7,266,166
GRMZM2G410134	glb3	MaizeGDB-curated	Chr6	156,729,182	156,730,333
GRMZM2G153704	glct1	MaizeGDB-curated	Chr8	12,789,263	12,803,873
GRMZM2G469969	gldh1	MaizeGDB-curated	Chr2	146,649,171	146,653,569
GRMZM2G026833	glk1	MaizeGDB-curated	Chr9	2,711,604	2,714,038
GRMZM2G083472	glk10	MaizeGDB-curated	Chr5	58,165,088	58,167,724
GRMZM2G064197	glk101	MaizeGDB-curated	Chr7	83,167,441	83,173,051
AC233960.1_FG003	glk11	MaizeGDB-curated	Chr5	200,029,375	200,031,847
GRMZM2G401835	glk12	MaizeGDB-curated	Chr6	98,583,806	98,586,467
GRMZM2G348238	glk14	MaizeGDB-curated	Chr3	10,524,574	10,526,809
GRMZM2G162409	glk15	MaizeGDB-curated	Chr7	39,518,700	39,524,889
GRMZM2G035370	glk16	MaizeGDB-curated	Chr2	3,109,831	3,112,898
GRMZM2G006477	glk17	MaizeGDB-curated	Chr1	54,344,216	54,350,977
GRMZM2G010920	glk18	MaizeGDB-curated	Chr5	77,781,452	77,784,526
GRMZM2G396825	glk19	MaizeGDB-curated	Chr3	55,169,832	55,172,779
GRMZM2G333083	glk2	MaizeGDB-curated	Chr9	61,962,138	61,964,866
GRMZM2G106185	glk20	MaizeGDB-curated	Chr5	194,303,751	194,306,883
GRMZM2G315506	glk22	MaizeGDB-curated	Chr4	31,335,510	31,339,291
GRMZM2G039074	glk23	MaizeGDB-curated	Chr1	254,304,178	254,313,183
GRMZM2G060485	glk24	MaizeGDB-curated	Chr5	93,274,325	93,277,370
AC234155.1_FG002	glk25	MaizeGDB-curated	Chr8	119,108,477	119,111,419
GRMZM2G009060	glk26	MaizeGDB-curated	Chr1	52,392,455	52,394,837
GRMZM2G173882	glk27	MaizeGDB-curated	Chr2	237,012,379	237,014,288
GRMZM2G100176	glk28	MaizeGDB-curated	Chr7	2,630,972	2,634,436
GRMZM2G070865	glk29	MaizeGDB-curated	Chr4	158,095,257	158,100,338
GRMZM2G471600	glk3	MaizeGDB-curated	Chr8	104,345,279	104,346,616
GRMZM2G374986	glk30	MaizeGDB-curated	Chr9	153,719,210	153,723,103
GRMZM2G100709	glk31	MaizeGDB-curated	Chr6	93,393,018	93,401,220
GRMZM2G454449	glk32	MaizeGDB-curated	Chr9	111,271,909	111,274,197
AC219020.4_FG002	glk33	MaizeGDB-curated	Chr6	105,920,220	105,922,516
GRMZM2G081671	glk34	MaizeGDB-curated	Chr9	109,631,596	109,634,230
GRMZM5G846506	glk35	MaizeGDB-curated	Chr2	153,730,130	153,732,080
GRMZM2G125704	glk36	MaizeGDB-curated	Chr2	12,354,844	12,357,846
GRMZM2G069525	glk37	MaizeGDB-curated	Chr2	17,494,663	17,498,413
GRMZM2G113742	glk38	MaizeGDB-curated	Chr1	221,627,183	221,637,379
GRMZM2G477238	glk39	MaizeGDB-curated	Chr5	145,144,168	145,146,397
GRMZM2G159119	glk4	MaizeGDB-curated	Chr10	5,125,137	5,127,242
GRMZM2G090230	glk41	MaizeGDB-curated	Chr10	137,379,294	137,383,113
GRMZM2G370425	glk42	MaizeGDB-curated	Chr3	114,449,322	114,452,475
GRMZM2G701218	glk43	MaizeGDB-curated	Chr6	155,372,479	155,375,684
GRMZM2G124540	glk44	MaizeGDB-curated	Chr1	280,284,828	280,286,869
GRMZM2G379656	glk45	MaizeGDB-curated	Chr1	234,479,845	234,481,852
GRMZM2G060834	glk47	MaizeGDB-curated	Chr5	199,338,568	199,343,584
GRMZM5G887276	glk48	MaizeGDB-curated	Chr1	6,525,346	6,530,541
GRMZM2G168002	glk49	MaizeGDB-curated	Chr4	83,222,890	83,225,112
GRMZM2G016370	glk5	MaizeGDB-curated	Chr10	5,388,541	5,390,606
GRMZM2G034563	glk50	MaizeGDB-curated	Chr1	165,151,519	165,153,474
GRMZM2G398055	glk51	MaizeGDB-curated	Chr6	147,216,522	147,218,561
GRMZM2G124495	glk52	MaizeGDB-curated	Chr10	146,575,608	146,578,425
GRMZM2G052544	glk53	MaizeGDB-curated	Chr5	86,297,888	86,301,099
GRMZM2G074908	glk54	MaizeGDB-curated	Chr3	180,310,733	180,312,482
GRMZM2G123308	glk55	MaizeGDB-curated	Chr10	77,348,006	77,352,823
GRMZM2G067702	glk56	MaizeGDB-curated	Chr8	156,260,024	156,261,399
GRMZM2G117854	glk58	MaizeGDB-curated	Chr6	155,715,032	155,718,706
AC155434.2_FG005	glk59	MaizeGDB-curated	Chr7	173,860,841	173,863,018
GRMZM2G117193	glk6	MaizeGDB-curated	Chr1	213,277,645	213,280,082
GRMZM2G173943	glk7	MaizeGDB-curated	Chr7	83,291,537	83,295,947
GRMZM2G171468	glk8	MaizeGDB-curated	Chr5	6,146,192	6,148,391
AC234520.1_FG003	glk9	MaizeGDB-curated	Chr1	164,385,468	164,386,298
GRMZM2G064096	glp1	MaizeGDB-curated	Chr6	123,959,994	123,961,169
GRMZM2G014844	glu3	MaizeGDB-curated	Chr10	34,733,949	34,737,952
GRMZM2G181192	glx1	MaizeGDB-curated	Chr10	60,090,336	60,096,837
GRMZM2G078143	gly1	MaizeGDB-curated	Chr4	20,795,669	20,799,891
GRMZM2G129246	go1	MaizeGDB-curated	Chr7	5,528,435	5,532,236
GRMZM2G165919	gols1	MaizeGDB-curated	Chr1	51,531,588	51,533,796
GRMZM5G872256	gols3	MaizeGDB-curated	Chr9	134,152,466	134,154,240
GRMZM2G113414	gos1	MaizeGDB-curated	Chr3	189,403,504	189,406,550
GRMZM2G094712	got1	MaizeGDB-curated	Chr3	195,377,312	195,383,470
GRMZM2G146677	got3	MaizeGDB-curated	Chr5	146,880,878	146,886,034
GRMZM2G400604	got4	MaizeGDB-curated	Chr3	174,411,027	174,414,395
GRMZM2G033799	got5	MaizeGDB-curated	Chr8	100,920,138	100,924,873
GRMZM2G083195	gpat1	MaizeGDB-curated	Chr3	178,232,720	178,236,298
GRMZM5G845611	gpb1	MaizeGDB-curated	Chr1	6,404,117	6,406,779
GRMZM2G176307	gpc4	MaizeGDB-curated	Chr5	181,570,933	181,575,725
GRMZM2G130230	gpdh1	MaizeGDB-curated	Chr2	37,085,168	37,093,582
GRMZM2G174738	gpm46	MaizeGDB-curated	Chr9	85,075,052	85,078,713
GRMZM2G119411	gpm6	MaizeGDB-curated	Chr9	25,726,920	25,741,443
GRMZM2G031981	gpm7	MaizeGDB-curated	Chr2	13,838,928	13,861,148
GRMZM2G035268	gpn1	MaizeGDB-curated	Chr4	84,132,782	84,137,970
GRMZM2G180720	gpt1	MaizeGDB-curated	Chr10	58,309,702	58,313,911
GRMZM2G098784	gras1	MaizeGDB-curated	Chr9	140,092,351	140,096,097
GRMZM2G110579	gras10	MaizeGDB-curated	Chr5	192,899,281	192,902,025
GRMZM2G097456	gras11	MaizeGDB-curated	Chr7	162,247,332	162,249,303
GRMZM5G826526	gras12	MaizeGDB-curated	Chr3	214,641,511	214,642,665
GRMZM2G140094	gras13	MaizeGDB-curated	Chr4	187,219,736	187,222,248
GRMZM2G070371	gras14	MaizeGDB-curated	Chr2	231,610,740	231,612,552
GRMZM5G874545	gras15	MaizeGDB-curated	Chr3	232,137,122	232,158,937
GRMZM2G335814	gras16	MaizeGDB-curated	Chr1	248,734,599	248,737,101
GRMZM2G143433	gras17	MaizeGDB-curated	Chr5	120,520,869	120,522,119
GRMZM2G011947	gras18	MaizeGDB-curated	Chr6	55,555,919	55,556,867
GRMZM2G172657	gras19	MaizeGDB-curated	Chr7	161,941,687	161,944,142
GRMZM2G129154	gras2	MaizeGDB-curated	Chr8	158,560,400	158,562,023
GRMZM2G116638	gras21	MaizeGDB-curated	Chr1	137,434,183	137,440,188
GRMZM2G173429	gras22	MaizeGDB-curated	Chr10	135,825,173	135,827,459
GRMZM2G157679	gras23	MaizeGDB-curated	Chr3	180,798,590	180,801,759
GRMZM2G140085	gras24	MaizeGDB-curated	Chr4	187,217,605	187,218,942
GRMZM2G420280	gras25	MaizeGDB-curated	Chr2	51,272,702	51,274,207
GRMZM5G868355	gras26	MaizeGDB-curated	Chr4	839,965	841,260
GRMZM2G110067	gras27	MaizeGDB-curated	Chr1	71,030,279	71,032,027
GRMZM2G342217	gras28	MaizeGDB-curated	Chr4	21,604,764	21,607,924
AC198366.3_FG004	gras29	MaizeGDB-curated	Chr10	1,890,881	1,892,401
GRMZM2G179325	gras3	MaizeGDB-curated	Chr1	155,690,714	155,694,188
GRMZM2G176537	gras30	MaizeGDB-curated	Chr10	117,338,432	117,340,217
GRMZM5G825321	gras31	MaizeGDB-curated	Chr2	19,769,962	19,772,850
GRMZM2G051785	gras32	MaizeGDB-curated	Chr9	27,346,189	27,348,215
GRMZM2G079470	gras33	MaizeGDB-curated	Chr1	88,488,422	88,491,040
GRMZM2G163427	gras34	MaizeGDB-curated	Chr4	842,617	845,669
GRMZM2G386362	gras35	MaizeGDB-curated	Chr2	4,624,290	4,626,096
GRMZM2G348780	gras36	MaizeGDB-curated	Chr1	161,047,325	161,049,647
